area_sqft,bhk,locality,location_type,age_of_property,furnishing,latitude,longitude,price,listing_type,locality_price_idx,is_urban,is_furnished,is_semi_furnished,furnished_score,log_area,bhk_area_ratio,age_x_bhk,urban_x_area,bhk_squared,log_locality_idx,log_price,geo_cluster,cluster_price_pct,bhk_x_furnish,furnish_x_urban,monthly_yield,small_unit_flag,rental_demand_idx,effective_area
3557.0,5,Bellandur,RURAL,25,Furnished,12.880499319535796,77.44961739969375,46056.0,RENT,53497.79779374558,0,1,0,2,8.17695386822578,0.0014056789429294349,125,0.0,25,10.887414461486676,10.737635038817514,3,0.3992768595041322,10,0,12.947989879111612,0,69547.13713186925,3912.7000000000003
3653.0,5,Whitefield,URBAN,16,Unfurnished,13.056745356912192,77.79578084405603,62313.0,RENT,46424.53117960878,1,0,0,0,8.203577736937952,0.001368738023542294,80,3653.0,25,10.745604827827153,11.039941398631113,3,0.23553719008264462,0,0,17.058034492198193,0,46424.53117960878,3653.0
3162.0,4,Indiranagar,URBAN,13,Furnished,13.021478204224712,77.75987704811104,89681.0,RENT,65509.15425458694,1,1,0,2,8.059276223305648,0.001265022137887413,52,3162.0,16,11.08996043639552,11.40402535901387,3,0.7252066115702479,8,2,28.362112586970273,0,85161.90053096302,3478.2000000000003
4632.0,5,Whitefield,URBAN,19,Furnished,12.803140571994952,77.5486535250291,91855.0,RENT,46424.53117960878,1,1,0,2,8.440959885416648,0.001079447322970639,95,4632.0,25,10.745604827827153,11.427977412407419,8,0.264,10,2,19.83052677029361,0,60351.89053349141,5095.200000000001
2360.0,3,HSR Layout,URBAN,27,Semi-Furnished,12.816858481019976,77.43321293980503,48406.0,RENT,58818.781023240605,1,0,1,1,7.766840537085513,0.001271186440677966,81,2360.0,9,10.982233489272776,10.78739971034626,8,0.58,3,1,20.51101694915254,0,67641.5981767267,2478.0
2149.0,3,Indiranagar,URBAN,7,Unfurnished,13.07695113072112,77.62740576535636,61121.0,RENT,65509.15425458694,1,0,0,0,7.673223121121708,0.0013959981386691485,21,2149.0,9,11.08996043639552,11.020627145818121,3,0.7252066115702479,0,0,28.44160074453234,0,65509.15425458694,2149.0
2665.0,4,Indiranagar,URBAN,9,Unfurnished,12.865759941016822,77.6588280074156,72877.0,RENT,65509.15425458694,1,0,0,0,7.888334500738654,0.00150093808630394,36,2665.0,16,11.08996043639552,11.19654208918627,3,0.7252066115702479,0,0,27.345966228893058,0,65509.15425458694,2665.0
2466.0,3,Bellandur,URBAN,15,Furnished,13.095152351500763,77.68272035537717,55229.0,RENT,53497.79779374558,1,1,0,2,7.810758116529357,0.0012165450121654502,45,2466.0,9,10.887414461486676,10.919261562895233,3,0.3992768595041322,6,2,22.39618815896188,0,69547.13713186925,2712.6000000000004
4033.0,5,Whitefield,URBAN,3,Furnished,12.938243839392609,77.56251224369159,94088.0,RENT,46424.53117960878,1,1,0,2,8.302513718514158,0.001239771881973717,15,4033.0,25,10.745604827827153,11.451996421822322,3,0.23553719008264462,10,2,23.329531366228615,0,60351.89053349141,4436.3
2485.0,4,HSR Layout,URBAN,14,Semi-Furnished,12.924648933661052,77.60766925860042,57135.0,RENT,58818.781023240605,1,0,1,1,7.818430272070656,0.0016096579476861167,56,2485.0,16,10.982233489272776,10.953189669834229,3,0.5588842975206612,4,1,22.99195171026157,0,67641.5981767267,2609.25
3763.0,5,Whitefield,URBAN,7,Semi-Furnished,12.929239415859133,77.631328559457,81809.0,RENT,46424.53117960878,1,0,1,1,8.23323750070527,0.0013287270794578793,35,3763.0,25,10.745604827827153,11.312154764507744,3,0.23553719008264462,5,1,21.74036672867393,0,53388.21085655009,3951.15
1239.0,2,Electronic City,URBAN,2,Semi-Furnished,13.052937792106745,77.49667767906017,22840.0,RENT,39802.96674081362,1,0,1,1,7.122866658599083,0.0016142050040355124,4,1239.0,4,10.591721853160731,10.036312445648633,3,0.07541322314049587,2,1,18.43422114608555,0,45773.411751935666,1300.95
3774.0,5,Koramangala,URBAN,10,Semi-Furnished,12.81341774487293,77.7034750218593,108501.0,RENT,70283.37416412332,1,0,1,1,8.236155661683124,0.0013248542660307366,50,3774.0,25,11.160304779466756,11.594523884972485,8,0.88,5,1,28.74960254372019,0,80825.88028874181,3962.7000000000003
1404.0,2,Whitefield,URBAN,20,Furnished,12.851751484095468,77.52458573307257,28692.0,RENT,46424.53117960878,1,1,0,2,7.247792581767846,0.0014245014245014246,40,1404.0,4,10.745604827827153,10.264408469559651,3,0.23553719008264462,4,2,20.435897435897434,0,60351.89053349141,1544.4
453.04,1,Whitefield,URBAN,26,Unfurnished,12.81311770862834,77.78435045404797,9498.0,RENT,46424.53117960878,1,0,0,0,6.118185299887139,0.002207310612749426,26,453.04,1,10.745604827827153,9.158941808890182,6,0.22072072072072071,0,0,20.965036199894048,1,46424.53117960878,453.04
2398.0,3,Indiranagar,URBAN,27,Semi-Furnished,12.857055958073058,77.75638745435906,55499.0,RENT,65509.15425458694,1,0,1,1,7.782807262839695,0.0012510425354462051,81,2398.0,9,11.08996043639552,10.924138299734526,6,0.7522522522522522,3,1,23.143869891576312,0,75335.52739277497,2517.9
4160.0,5,HSR Layout,URBAN,1,Semi-Furnished,12.938552687697593,77.57694591966528,100780.0,RENT,58818.781023240605,1,0,1,1,8.333510708982942,0.001201923076923077,5,4160.0,25,10.982233489272776,11.520705124789052,3,0.5588842975206612,5,1,24.22596153846154,0,67641.5981767267,4368.0
2135.0,3,Electronic City,URBAN,9,Furnished,12.9595424026516,77.61223765832011,36530.0,RENT,39802.96674081362,1,1,0,2,7.666690200080086,0.001405152224824356,27,2135.0,9,10.591721853160731,10.505916494175118,3,0.07541322314049587,6,2,17.11007025761124,0,51743.85676305771,2348.5
4643.0,5,Bellandur,RURAL,3,Semi-Furnished,12.951938775411104,77.66924718526091,68359.0,RENT,53497.79779374558,0,0,1,1,8.443331342817782,0.001076889941847943,15,0.0,25,10.887414461486676,11.132543137229527,3,0.3992768595041322,5,0,14.723023906956708,0,61522.46746280741,4875.150000000001
2548.0,4,Indiranagar,RURAL,20,Unfurnished,12.854393885706552,77.72814453935833,38988.0,RENT,65509.15425458694,0,0,0,0,7.8434564043761155,0.0015698587127158557,80,0.0,16,11.08996043639552,10.571034834045788,6,0.7522522522522522,0,0,15.301412872841444,0,65509.15425458694,2548.0
2543.0,3,Whitefield,RURAL,23,Furnished,12.806799596320705,77.70769695167019,31700.0,RENT,46424.53117960878,0,1,0,2,7.841492924460013,0.0011797090051120724,69,0.0,9,10.745604827827153,10.36410350510914,8,0.264,6,0,12.465591820684232,0,60351.89053349141,2797.3
875.0,1,HSR Layout,RURAL,23,Unfurnished,12.984504457510123,77.45301764205003,11416.0,RENT,58818.781023240605,0,0,0,0,6.775366090936392,0.001142857142857143,23,0.0,1,10.982233489272776,9.342858751676328,3,0.5588842975206612,0,0,13.046857142857142,0,58818.781023240605,875.0
2385.0,3,Koramangala,URBAN,21,Furnished,12.81668195425604,77.5220559096482,70080.0,RENT,70283.37416412332,1,1,0,2,7.777373602657861,0.0012578616352201257,63,2385.0,9,11.160304779466756,11.157406994914858,8,0.88,6,2,29.38364779874214,0,91368.38641336032,2623.5
4564.0,5,HSR Layout,URBAN,14,Furnished,12.808912491604026,77.55652561738272,114929.0,RENT,58818.781023240605,1,1,0,2,8.426173793029069,0.0010955302366345311,70,4564.0,25,10.982233489272776,11.652078526362804,8,0.58,10,2,25.181638913234003,0,76464.41533021278,5020.400000000001
4119.0,5,Indiranagar,URBAN,5,Semi-Furnished,12.810015854789386,77.48937637987575,114445.0,RENT,65509.15425458694,1,0,1,1,8.323608442343572,0.0012138868657441126,25,4119.0,25,11.08996043639552,11.647858375010236,8,0.704,5,1,27.784656470016994,0,75335.52739277497,4324.95
4376.0,5,Bellandur,RURAL,10,Semi-Furnished,12.987213119125062,77.64336354835203,59297.0,RENT,53497.79779374558,0,0,1,1,8.384118837190895,0.0011425959780621572,50,0.0,25,10.887414461486676,10.990330857604238,3,0.3992768595041322,5,0,13.550502742230348,0,61522.46746280741,4594.8
2358.0,3,Indiranagar,URBAN,2,Furnished,13.032239114318555,77.44058258885762,79188.0,RENT,65509.15425458694,1,1,0,2,7.765993079407675,0.001272264631043257,6,2358.0,9,11.08996043639552,11.279592679267674,3,0.7252066115702479,6,2,33.58269720101781,0,85161.90053096302,2593.8
4119.0,5,HSR Layout,URBAN,16,Furnished,12.835282590389946,77.51379379168293,105952.0,RENT,58818.781023240605,1,1,0,2,8.323608442343572,0.0012138868657441126,80,4119.0,25,10.982233489272776,11.570750878538615,8,0.58,10,2,25.722748239864046,0,76464.41533021278,4530.900000000001
4613.0,5,Electronic City,URBAN,1,Semi-Furnished,13.012920583369905,77.66204174598327,74796.0,RENT,39802.96674081362,1,0,1,1,8.4368504387337,0.0010838933448948623,5,4613.0,25,10.591721853160731,11.222533056206391,3,0.07541322314049587,5,1,16.214177324951226,0,45773.411751935666,4843.650000000001
3071.0,4,Koramangala,URBAN,2,Furnished,12.955214055036036,77.75919811140467,111722.0,RENT,70283.37416412332,1,1,0,2,8.030084094267563,0.0013025073266037122,8,3071.0,16,11.160304779466756,11.623777872544984,3,0.9054752066115702,8,2,36.379680885704985,0,91368.38641336032,3378.1000000000004
1061.0,2,Whitefield,RURAL,11,Semi-Furnished,13.032599967976765,77.48118857080976,15830.0,RENT,46424.53117960878,0,0,1,1,6.967909201801884,0.001885014137606032,22,0.0,4,10.745604827827153,9.669725322073777,3,0.23553719008264462,2,0,14.919886899151743,0,53388.21085655009,1114.05
2370.0,3,Whitefield,URBAN,20,Semi-Furnished,12.887353450370112,77.63621259984127,40570.0,RENT,46424.53117960878,1,0,1,1,7.771067086065406,0.0012658227848101266,60,2370.0,9,10.745604827827153,10.610808804651954,3,0.23553719008264462,3,1,17.11814345991561,0,53388.21085655009,2488.5
4964.92,5,Electronic City,URBAN,20,Unfurnished,13.039914477358366,77.55360493020773,60933.0,RENT,39802.96674081362,1,0,0,0,8.510353856393447,0.0010070655720535275,100,4964.92,25,10.591721853160731,11.017546590193263,3,0.07541322314049587,0,0,12.27270530038752,0,39802.96674081362,4964.92
2086.0,3,Electronic City,URBAN,5,Semi-Furnished,13.071119760705855,77.60811172507896,32486.0,RENT,39802.96674081362,1,0,1,1,7.643482907077201,0.0014381591562799617,15,2086.0,9,10.591721853160731,10.38859528829649,3,0.07541322314049587,3,1,15.573346116970278,0,45773.411751935666,2190.3
2724.0,4,Whitefield,URBAN,5,Furnished,12.899999519934584,77.50655796664839,59270.0,RENT,46424.53117960878,1,1,0,2,7.9102237070973445,0.0014684287812041115,20,2724.0,16,10.745604827827153,10.989875426581515,3,0.23553719008264462,8,2,21.758443465491922,0,60351.89053349141,2996.4
2522.0,4,Whitefield,URBAN,23,Furnished,12.858271027401996,77.7182988831158,48966.0,RENT,46424.53117960878,1,1,0,2,7.833203948641057,0.0015860428231562252,92,2522.0,16,10.745604827827153,10.79890188082263,6,0.22072072072072071,8,2,19.41554321966693,0,60351.89053349141,2774.2000000000003
1652.0,3,Koramangala,URBAN,2,Furnished,12.945790894239144,77.51885232518207,62874.0,RENT,70283.37416412332,1,1,0,2,7.410347097821024,0.0018159806295399517,6,1652.0,9,11.160304779466756,11.04890390740204,3,0.9054752066115702,6,2,38.059322033898304,0,91368.38641336032,1817.2
3966.0,5,Electronic City,URBAN,6,Furnished,13.084753406034729,77.54410972004955,75258.0,RENT,39802.96674081362,1,1,0,2,8.28576542051433,0.0012607160867372667,30,3966.0,25,10.591721853160731,11.228690776788357,3,0.07541322314049587,10,2,18.975794251134644,0,51743.85676305771,4362.6
3871.0,4,Bellandur,URBAN,8,Furnished,12.842597661779076,77.61732237062667,98802.0,RENT,53497.79779374558,1,1,0,2,8.261526448396468,0.0010333247222939809,32,3871.0,16,10.887414461486676,11.50088324764744,8,0.424,8,2,25.523637303022475,0,69547.13713186925,4258.1
593.0,1,Koramangala,URBAN,15,Furnished,13.017196024992126,77.50922971734742,21734.0,RENT,70283.37416412332,1,1,0,2,6.386879319362645,0.0016863406408094434,15,593.0,1,11.160304779466756,9.986679143422892,3,0.9054752066115702,2,2,36.65092748735245,1,91368.38641336032,652.3000000000001
3448.0,4,Bellandur,RURAL,17,Furnished,12.822571552325574,77.65959287929513,46629.0,RENT,53497.79779374558,0,1,0,2,8.145839612936841,0.001160092807424594,68,0.0,16,10.887414461486676,10.749999389802367,8,0.424,8,0,13.523491879350349,0,69547.13713186925,3792.8
3612.0,5,HSR Layout,URBAN,20,Unfurnished,12.939947288101076,77.7152862725578,60089.0,RENT,58818.781023240605,1,0,0,0,8.19229373114764,0.0013842746400885937,100,3612.0,25,10.982233489272776,11.003598717327973,3,0.5588842975206612,0,0,16.6359357696567,0,58818.781023240605,3612.0
1637.0,3,Bellandur,URBAN,17,Furnished,12.815084861106344,77.42474327269005,39733.0,RENT,53497.79779374558,1,1,0,2,7.401231264413015,0.0018326206475259622,51,1637.0,9,10.887414461486676,10.589962523328008,8,0.424,6,2,24.271838729383017,0,69547.13713186925,1800.7
1706.0,3,Koramangala,URBAN,9,Unfurnished,12.81892068657924,77.56084903661986,49969.0,RENT,70283.37416412332,1,0,0,0,7.442492722794441,0.0017584994138335288,27,1706.0,9,11.160304779466756,10.819178104338251,8,0.88,0,0,29.290152403282534,0,70283.37416412332,1706.0
4831.0,5,Koramangala,URBAN,5,Semi-Furnished,12.95902791904243,77.44279272305283,125874.0,RENT,70283.37416412332,1,0,1,1,8.48301573961465,0.0010349824052991099,25,4831.0,25,11.160304779466756,11.743044630020863,3,0.9054752066115702,5,1,26.05547505692403,0,80825.88028874181,5072.55
3291.0,4,Koramangala,URBAN,1,Furnished,13.019111897973264,77.45336822128618,117989.0,RENT,70283.37416412332,1,1,0,2,8.09925056179696,0.001215436037678517,4,3291.0,16,11.160304779466756,11.678355154093964,3,0.9054752066115702,8,2,35.85202066241264,0,91368.38641336032,3620.1000000000004
1180.0,1,Bellandur,URBAN,11,Furnished,12.885788203842637,77.66777186577205,28314.0,RENT,53497.79779374558,1,1,0,2,7.074116816197362,0.000847457627118644,11,1180.0,1,10.887414461486676,10.251146978547906,3,0.3992768595041322,2,2,23.994915254237288,1,69547.13713186925,1298.0
1545.0,3,HSR Layout,RURAL,9,Semi-Furnished,12.9670003059011,77.49629781878855,26619.0,RENT,58818.781023240605,0,0,1,1,7.343426229147367,0.001941747572815534,27,0.0,9,10.982233489272776,10.189418091949102,3,0.5588842975206612,3,0,17.229126213592235,0,67641.5981767267,1622.25
4744.0,5,Bellandur,URBAN,24,Semi-Furnished,12.893007804939488,77.65601384957685,80489.0,RENT,53497.79779374558,1,0,1,1,8.464846711044029,0.0010539629005059021,120,4744.0,25,10.887414461486676,11.29588823208778,3,0.3992768595041322,5,1,16.96648397976391,0,61522.46746280741,4981.2
600.0,1,Whitefield,URBAN,13,Furnished,13.095149042903376,77.71004297140239,16175.0,RENT,46424.53117960878,1,1,0,2,6.398594934535208,0.0016666666666666668,13,600.0,1,10.745604827827153,9.691283941260252,3,0.23553719008264462,2,2,26.958333333333332,1,60351.89053349141,660.0
453.04,1,Koramangala,URBAN,15,Unfurnished,13.092590353969983,77.46647291372938,16674.0,RENT,70283.37416412332,1,0,0,0,6.118185299887139,0.002207310612749426,15,453.04,1,11.160304779466756,9.721665870783825,3,0.9054752066115702,0,0,36.80469715698393,1,70283.37416412332,453.04
4156.0,5,HSR Layout,URBAN,25,Furnished,12.89014370110594,77.76720462438618,85742.0,RENT,58818.781023240605,1,1,0,2,8.332548939252638,0.001203079884504331,125,4156.0,25,10.982233489272776,11.359109729042999,6,0.5720720720720721,10,2,20.63089509143407,0,76464.41533021278,4571.6
1765.0,3,Koramangala,URBAN,6,Semi-Furnished,12.860991791300885,77.69170090776129,58197.0,RENT,70283.37416412332,1,0,1,1,7.476472381163905,0.0016997167138810198,18,1765.0,9,11.160304779466756,10.971606268867896,3,0.9054752066115702,3,1,32.972804532577904,0,80825.88028874181,1853.25
2941.0,4,Koramangala,URBAN,28,Unfurnished,13.084480594936451,77.42849949516416,64725.0,RENT,70283.37416412332,1,0,0,0,7.9868449011613825,0.0013600816048962938,112,2941.0,16,11.160304779466756,11.077918254481077,3,0.9054752066115702,0,0,22.007820469228154,0,70283.37416412332,2941.0
4674.0,4,HSR Layout,URBAN,10,Semi-Furnished,13.018345521953222,77.5602514131362,108241.0,RENT,58818.781023240605,1,0,1,1,8.449984441722787,0.0008557980316645272,40,4674.0,16,10.982233489272776,11.592124740131466,3,0.5588842975206612,4,1,23.158108686350023,0,67641.5981767267,4907.7
